sha,is_merge,parents_count,modified_files_count,code_churn,max_file_churn,avg_file_churn,deletions,insertions,net_lines,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_token_count,total_nloc,total_complexity,total_changed_method_count,commit_message
3683010a7c6a3dc5372e1688d7b2995b745f5bea,False,1,2,248,199,124.0,24,224,200,0.22388059701492538,0.15671641791044777,0.753731343283582,2387,347,38,7,"Adding e2e test to validate memory-pressure eviction on Windows

Signed-off-by: Mark Rossetti <marosset@microsoft.com>"
2f6c4f5eab85d3f15cd80d21f4a0c353a8ceb10b,False,1,368,20963,830,56.96467391304348,11369,11489,120,0.0,0.0,0.0,848454,111299,15937,3890,"e2e: use Ginkgo context

All code must use the context from Ginkgo when doing API calls or polling for a
change, otherwise the code would not return immediately when the test gets
aborted."
863168e47497175fdbc2659218253cb3029500d9,False,1,1,240,240,240.0,34,206,172,0.0,0.9776119402985075,0.5373134328358209,2204,292,51,6,"e2e: stabilize Windows memory pressure eviction test

- Add logic to wait until memory-pressure taint is cleared before running the test.

This reduces test flakiness due to lingering node conditions between retries."
a2e0beb44be971859a6b7f87b224aae2b6e2fab6,False,1,1,253,253,253.0,0,253,253,0.04145077720207254,1.0,1.0,1176,204,7,2,Adding reboot node testcase
8e5b959e1228c25a2df2301f80b22761460da6cf,False,1,3,34,24,11.333333333333334,14,20,6,1.0,1.0,1.0,2497,392,26,9,"windows-tests: Add retries to Windows `assertConsistentConnectivity` func

Add retry logic to the `assertConsistentConnectivity` function from
the `test/e2e/windows/hybrid_network.go` file.

Signed-off-by: Ionut Balutoiu <ibalutoiu@cloudbasesolutions.com>"
dfdf88d4faafa6fd39988832ea0ef6d668f490e9,False,1,125,1199,248,9.592,715,822,107,,,,331793,43379,5987,243,"e2e: adapt to moved code

This is the result of automatically editing source files like this:

    go install golang.org/x/tools/cmd/goimports@latest
    find ./test/e2e* -name ""*.go"" | xargs env PATH=$GOPATH/bin:$PATH ./e2e-framework-sed.sh

with e2e-framework-sed.sh containing this:

sed -i \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.ExecCommandInContainer(/e2epod.ExecCommandInContainer(\1, /"" \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.ExecCommandInContainerWithFullOutput(/e2epod.ExecCommandInContainerWithFullOutput(\1, /"" \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.ExecShellInContainer(/e2epod.ExecShellInContainer(\1, /"" \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.ExecShellInPod(/e2epod.ExecShellInPod(\1, /"" \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.ExecShellInPodWithFullOutput(/e2epod.ExecShellInPodWithFullOutput(\1, /"" \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.ExecWithOptions(/e2epod.ExecWithOptions(\1, /"" \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.MatchContainerOutput(/e2eoutput.MatchContainerOutput(\1, /"" \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.PodClient(/e2epod.NewPodClient(\1, /"" \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.PodClientNS(/e2epod.PodClientNS(\1, /"" \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.TestContainerOutput(/e2eoutput.TestContainerOutput(\1, /"" \
    -e ""s/\(f\|fr\|\w\w*\.[fF]\w*\)\.TestContainerOutputRegexp(/e2eoutput.TestContainerOutputRegexp(\1, /"" \
    -e ""s/framework.AddOrUpdateLabelOnNode\b/e2enode.AddOrUpdateLabelOnNode/"" \
    -e ""s/framework.AllNodes\b/e2edebug.AllNodes/"" \
    -e ""s/framework.AllNodesReady\b/e2enode.AllNodesReady/"" \
    -e ""s/framework.ContainerResourceGatherer\b/e2edebug.ContainerResourceGatherer/"" \
    -e ""s/framework.ContainerResourceUsage\b/e2edebug.ContainerResourceUsage/"" \
    -e ""s/framework.CreateEmptyFileOnPod\b/e2eoutput.CreateEmptyFileOnPod/"" \
    -e ""s/framework.DefaultPodDeletionTimeout\b/e2epod.DefaultPodDeletionTimeout/"" \
    -e ""s/framework.DumpAllNamespaceInfo\b/e2edebug.DumpAllNamespaceInfo/"" \
    -e ""s/framework.DumpDebugInfo\b/e2eoutput.DumpDebugInfo/"" \
    -e ""s/framework.DumpNodeDebugInfo\b/e2edebug.DumpNodeDebugInfo/"" \
    -e ""s/framework.EtcdUpgrade\b/e2eproviders.EtcdUpgrade/"" \
    -e ""s/framework.EventsLister\b/e2edebug.EventsLister/"" \
    -e ""s/framework.ExecOptions\b/e2epod.ExecOptions/"" \
    -e ""s/framework.ExpectNodeHasLabel\b/e2enode.ExpectNodeHasLabel/"" \
    -e ""s/framework.ExpectNodeHasTaint\b/e2enode.ExpectNodeHasTaint/"" \
    -e ""s/framework.GCEUpgradeScript\b/e2eproviders.GCEUpgradeScript/"" \
    -e ""s/framework.ImagePrePullList\b/e2epod.ImagePrePullList/"" \
    -e ""s/framework.KubectlBuilder\b/e2ekubectl.KubectlBuilder/"" \
    -e ""s/framework.LocationParamGKE\b/e2eproviders.LocationParamGKE/"" \
    -e ""s/framework.LogSizeDataTimeseries\b/e2edebug.LogSizeDataTimeseries/"" \
    -e ""s/framework.LogSizeGatherer\b/e2edebug.LogSizeGatherer/"" \
    -e ""s/framework.LogsSizeData\b/e2edebug.LogsSizeData/"" \
    -e ""s/framework.LogsSizeDataSummary\b/e2edebug.LogsSizeDataSummary/"" \
    -e ""s/framework.LogsSizeVerifier\b/e2edebug.LogsSizeVerifier/"" \
    -e ""s/framework.LookForStringInLog\b/e2eoutput.LookForStringInLog/"" \
    -e ""s/framework.LookForStringInPodExec\b/e2eoutput.LookForStringInPodExec/"" \
    -e ""s/framework.LookForStringInPodExecToContainer\b/e2eoutput.LookForStringInPodExecToContainer/"" \
    -e ""s/framework.MasterAndDNSNodes\b/e2edebug.MasterAndDNSNodes/"" \
    -e ""s/framework.MasterNodes\b/e2edebug.MasterNodes/"" \
    -e ""s/framework.MasterUpgradeGKE\b/e2eproviders.MasterUpgradeGKE/"" \
    -e ""s/framework.NewKubectlCommand\b/e2ekubectl.NewKubectlCommand/"" \
    -e ""s/framework.NewLogsVerifier\b/e2edebug.NewLogsVerifier/"" \
    -e ""s/framework.NewNodeKiller\b/e2enode.NewNodeKiller/"" \
    -e ""s/framework.NewResourceUsageGatherer\b/e2edebug.NewResourceUsageGatherer/"" \
    -e ""s/framework.NodeHasTaint\b/e2enode.NodeHasTaint/"" \
    -e ""s/framework.NodeKiller\b/e2enode.NodeKiller/"" \
    -e ""s/framework.NodesSet\b/e2edebug.NodesSet/"" \
    -e ""s/framework.PodClient\b/e2epod.PodClient/"" \
    -e ""s/framework.RemoveLabelOffNode\b/e2enode.RemoveLabelOffNode/"" \
    -e ""s/framework.ResourceConstraint\b/e2edebug.ResourceConstraint/"" \
    -e ""s/framework.ResourceGathererOptions\b/e2edebug.ResourceGathererOptions/"" \
    -e ""s/framework.ResourceUsagePerContainer\b/e2edebug.ResourceUsagePerContainer/"" \
    -e ""s/framework.ResourceUsageSummary\b/e2edebug.ResourceUsageSummary/"" \
    -e ""s/framework.RunHostCmd\b/e2eoutput.RunHostCmd/"" \
    -e ""s/framework.RunHostCmdOrDie\b/e2eoutput.RunHostCmdOrDie/"" \
    -e ""s/framework.RunHostCmdWithFullOutput\b/e2eoutput.RunHostCmdWithFullOutput/"" \
    -e ""s/framework.RunHostCmdWithRetries\b/e2eoutput.RunHostCmdWithRetries/"" \
    -e ""s/framework.RunKubectl\b/e2ekubectl.RunKubectl/"" \
    -e ""s/framework.RunKubectlInput\b/e2ekubectl.RunKubectlInput/"" \
    -e ""s/framework.RunKubectlOrDie\b/e2ekubectl.RunKubectlOrDie/"" \
    -e ""s/framework.RunKubectlOrDieInput\b/e2ekubectl.RunKubectlOrDieInput/"" \
    -e ""s/framework.RunKubectlWithFullOutput\b/e2ekubectl.RunKubectlWithFullOutput/"" \
    -e ""s/framework.RunKubemciCmd\b/e2ekubectl.RunKubemciCmd/"" \
    -e ""s/framework.RunKubemciWithKubeconfig\b/e2ekubectl.RunKubemciWithKubeconfig/"" \
    -e ""s/framework.SingleContainerSummary\b/e2edebug.SingleContainerSummary/"" \
    -e ""s/framework.SingleLogSummary\b/e2edebug.SingleLogSummary/"" \
    -e ""s/framework.TimestampedSize\b/e2edebug.TimestampedSize/"" \
    -e ""s/framework.WaitForAllNodesSchedulable\b/e2enode.WaitForAllNodesSchedulable/"" \
    -e ""s/framework.WaitForSSHTunnels\b/e2enode.WaitForSSHTunnels/"" \
    -e ""s/framework.WorkItem\b/e2edebug.WorkItem/"" \
    ""$@""

for i in ""$@""; do
    # Import all sub packages and let goimports figure out which of those
    # are redundant (= already imported) or not needed.
    sed -i -e '/""k8s.io.kubernetes.test.e2e.framework""/a e2edebug ""k8s.io/kubernetes/test/e2e/framework/debug""' ""$i""
    sed -i -e '/""k8s.io.kubernetes.test.e2e.framework""/a e2ekubectl ""k8s.io/kubernetes/test/e2e/framework/kubectl""' ""$i""
    sed -i -e '/""k8s.io.kubernetes.test.e2e.framework""/a e2enode ""k8s.io/kubernetes/test/e2e/framework/node""' ""$i""
    sed -i -e '/""k8s.io.kubernetes.test.e2e.framework""/a e2eoutput ""k8s.io/kubernetes/test/e2e/framework/pod/output""' ""$i""
    sed -i -e '/""k8s.io.kubernetes.test.e2e.framework""/a e2epod ""k8s.io/kubernetes/test/e2e/framework/pod""' ""$i""
    sed -i -e '/""k8s.io.kubernetes.test.e2e.framework""/a e2eproviders ""k8s.io/kubernetes/test/e2e/framework/providers""' ""$i""
    goimports -w ""$i""
done"
693e1299a6a75ffe358c41626532cdf2567c267b,False,1,2,131,92,65.5,14,815,801,0.20588235294117646,0.803921568627451,0.9640522875816994,3615,540,117,8,"Fix rollout history bug

Fix rollout history bug where the latest revision was
always shown when requesting a specific revision and
specifying an output.

Add unit and integration tests for rollout history."
c7102ee5dc42ac8ee38b76ecf56e3a18d3a42180,False,1,5,142,106,28.4,168,304,136,0.0,0.8581560283687943,0.7588652482269503,9863,1192,241,19,Implement autoscaling/v2beta2 features in HPA controller
05565ff7e5f6ab91abf983ade9182e4994638676,False,1,1,114,114,114.0,5,172,167,0.0,0.427536231884058,0.6304347826086957,1630,222,46,2,CustomMetrics in HPA controller
c99d505001e5d0ed80ab23ad361783bfcd9f3aff,False,1,3,94,60,31.333333333333332,23,307,284,0.04395604395604396,0.9487179487179487,0.8608058608058609,38651,4813,1102,4,"Added functionality to use target average value for object metrics

Signed-off-by: Arjun Naik <arjun.rn@gmail.com>"
